,panel_name,loan_amount,actualshare,expectedshare,delta
283,SCITUATE FSB,1114,0.00039468793966163833,0.0006396662770847246,-0.0002449783374230863
284,SHAMROCK FINANCIAL CORP,248,8.786589680079561e-05,0.0009795696338400547,-0.000891703737039259
285,SIERRA PACIFIC MORTGAGE,5566,0.001972022506424308,0.002923172355536017,-0.0009511498491117094
286,SIGNATURE BK NA,650,0.00023029368113111753,1.1334180572049696e-05,0.00021895950055906784
287,SILICON VALLEY BK,719,0.00025474024112811307,0.0007829651939171929,-0.0005282249527890798
288,SIMSBURY B&TC,568,0.00020124124751149964,9.299259229344772e-05,0.00010824865521805192
289,"SIRVA MORTGAGE, INC.",486,0.00017218881389188172,0.00010690747859574874,6.528133529613298e-05
290,SOUTH SHORE BK,5377,0.0019050601899107983,0.0019614584153971604,-5.639822548636204e-05
291,SOUTHBRIDGE SVG BK,2641,0.0009357009413342791,0.0002723865149476743,0.0006633144263866048
292,ST ANNES CU OF FALL RIVER,490,0.00017360600577576553,0.00041352321887101306,-0.00023991721309524753
293,"STEARNS LENDING, INC.",6938,0.0024581193225964512,0.0066287519145610645,-0.004170632591964613
294,STEPSTONE MORTGAGE COMPANY,596,0.00021116159069868622,4.027993403297661e-05,0.0001708816566657096
295,STERLING NB,435,0.00015411961737236328,3.857108834672912e-05,0.00011554852902563416
296,STIFEL B&T,950,0.00033658307242240255,0.0003265638980820718,1.0019174340330746e-05
297,STONEHAMBK,4538,0.0016078041922661713,0.0007939157560698808,0.0008138884361962905
298,SUNTRUST MTG,1168,0.00041382003009406967,0.0007859469552676861,-0.0003721269251736164
299,T D BK NA,11655,0.0041293428516664225,0.004318061239937733,-0.00018871838827131011
300,THE MONEY SOURCE,356,0.0001261300776656582,0.0003100683060495195,-0.00018393822838386127
301,THIRD FS&LA,200,7.085959419419e-05,0.0003520570857687436,-0.0002811974915745536
302,TIAA-CREF TC FSB,441,0.00015624540519818897,0.0002773909916002562,-0.00012114558640206722
303,TIDEWATER MORT. SERVICES INC,516,0.00018281775302101023,0.00020300389264585005,-2.018613962483982e-05
304,"TOTAL MORTGAGE SERVICES, LLC",308,0.00010912377505905261,0.00033883968750164563,-0.00022971591244259302
305,TREMONT CU,120,4.2515756516514007e-05,0.000407577133370907,-0.000365061376854393
306,U S BK NA,5944,0.002105947139451327,0.00389095444158114,-0.0017850073021298128
307,UBS BK USA,10803,0.003827480980399173,0.001378027111150682,0.002449453869248491
308,UNIBANK FOR SVG,2250,0.0007971704346846376,0.0007190055410890724,7.81648935955652e-05
309,UNIFY FINANCIAL CREDIT UNION,85,3.0115327532530752e-05,2.156981748865457e-05,8.545510043876183e-06
310,UNION YES FCU,117141,0.04150281861750806,0.040149189900777794,0.001353628716730268
311,UNITED BK,4090,0.0014490787012711858,0.0013375204935062645,0.00011155820776492125
312,UNITED NATIONS FCU,250,8.857449274273752e-05,3.000942271461157e-05,5.856507002812595e-05
313,UNITED SHORE FINANCIAL SERVICE,16494,0.00584379073319485,0.007256316774235016,-0.001412526041040166
314,US MORTGAGE CORPORATION,268,9.495185622021461e-05,2.455157883914765e-05,7.040027738106696e-05
315,USAA FSB,2257,0.0007996505204814343,0.002586808750559342,-0.0017871582300779077
316,USALLIANCE FCU,5418,0.0019195864067206073,0.0006805042015458636,0.0012390822051747438
317,VANGUARD FUNDING LLC,333,0.00011798122433332636,5.5363112794242735e-05,6.261811153908362e-05
318,VELOCITY COMMERCIAL CAPITAL,350,0.00012400428983983251,0.00015658606390308655,-3.258177406325404e-05
319,VILLAGE BK,805,0.0002852098666316148,0.0027516077360769447,-0.00246639786944533
320,VILLAGE MORTGAGE COMPANY,3459,0.0012255166815885162,0.0017394130993902664,-0.0005138964178017502
321,WAKEFIELD CO-OP BK,1280,0.00045350140284281605,0.0004719552790201493,-1.845387617733325e-05
322,"WALKER & DUNLOP, LLC",23668,0.008385524376940446,0.003966562144597151,0.004418962232343295
323,WALPOLE CO-OP BK,2267,0.0008031935001911437,0.002566721095145493,-0.0017635275949543494
324,WASHINGTON TC,532,0.00018848652055654543,7.198076523295559e-05,0.00011650575532358984
325,WASHINGTON TC OF WESTERLY,1153,0.0004085055605295054,0.00017240160510131593,0.00023610395542818946
326,WASHINGTON TR MTG CO LLC,35406,0.012544273960197458,0.00765850581253398,0.004885768147663478
327,"WATERMARK CAPITAL, INC.",413,0.00014632506201100236,0.00018153869836247594,-3.521363635147358e-05
328,WATERSTONE MORTGAGE CORP.,973,0.0003447319257547344,5.414250873263739e-05,0.00029058941702209704
329,WATERTOWN SVG BK,1367,0.0004843253263172887,0.00035639894878788264,0.00012792637752940606
330,WEBSTER BK NA,19620,0.00695132619045004,0.008111768412210686,-0.0011604422217606457
331,WEBSTER FIRST FCU,1735,0.0006147069796345983,0.0002962406057516189,0.00031846637388297937
332,WEBSTER FIVE CENTS SVG BK,3113,0.0011029295836325675,0.0009892995919311377,0.00011362999170142982
333,WELLESLEY BK,12867,0.004558751992483214,0.0053289480865584046,-0.0007701960940751902
334,WELLS FARGO BK NA,121304,0.04297776107066013,0.03650751768297823,0.006470243387681894
335,WEYMOUTH BK,44,1.5589110722721803e-05,0.0006285239057223558,-0.000612934794999634
336,"WILLIAM RAVEIS MORTGAGE, LLC",3836,0.0013590870166445643,0.0043620029861555255,-0.003002915969510961
337,WINCHESTER CO-OP BK,4259,0.0015089550583652763,0.0005500216273602517,0.0009589334310050247
338,WINCHESTER SVG BK,5272,0.0018678589029588486,0.0004240552882025793,0.0014438036147562693
339,WINTER HILL BK,7682,0.0027217170129988384,0.0007655628674388767,0.0019561541455599615
340,WORKERS CU,563,0.00019946975765664489,0.00016124179653806696,3.8227961118577925e-05
